task,source,remark,signature,slot,index_in_block,block_time_utc,mint,spend_sol_equiv,stable_usd_spent,rate_usd_per_sol,rate_source,pool_vault,pool_owner,quote_mint,split_route,price_0,price_30s,growth_30s,last_trade_is_source_30s,why_no_growth_30s,price_60s,growth_60s,last_trade_is_source_60s,why_no_growth_60s,crowd_30s,crowd_30s_copy_wallets,crowd_30s_rule2,why_no_crowd,dt8,dt8_slot,dt8_lag_slots,dt8_index_in_block,dt8_before_source,dt8_sig,dt8_why,window_tx_30s,window_tx_60s,price_30s_sig,price_60s_sig,anchor_slot
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,2rJsHX6cmXezH7BVKJT94eaKUiJtyiYxHB1A7J6yAP4p5Xf1t9P9RUtt5wzoJ9FujyrX7ktyGdxvp1K4WNV2iatd,449257065,289,2026-09-22T03:27:45Z,2uYxZSJUf2LuUn5HPHCH3p3Pxio9nTfdwVNAPH1z3enM,4.807302,4463.837049,928.659960899353,same_tx,G1dRPtxKvpgwPRrYAvxF2uYaKEE6JT1ZWHaGaEgSiedn,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,DJTu7vi8norVzdVAffgvb39VP7wjKeTsgaMBJrzfxvoF,False,0.00002676727668363211706520244702,0.00002908835797388121971612290994,1.086713,False,,0.00002992602879765452458795050584,1.118008,False,,361,1,2,,нет,,,,,,,1129,1709,2wJ7VKzkM7UR8zMiPy3TmY3vM9HAQFSHKs9QzAevrrbgJauDa8PENk8aE1SFLBWGy8dnEQrhMhqwTXrzaXfHJGxJ,2b7Q8UXCDH4TTmEWmLHbFLharp6CqHmPyFUbRr3P9mNB453yoYSD4VHV4ajur5KoyH3pMZ8763U9M6txpaPcyKqw,449257307
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,XBHY7CtHvjB2kKQk4MKEhaSjYiVL2MruVtytCUudpB5a98aTHSwtdr8RmG4RNaBW4g9aak7qG4E35d7tX2dCuPc,449259715,1008,2026-09-22T03:39:30Z,EtSVEVHfw75944qMeJs8JZKy3TpgU69pTXY78JvduBY1,29.084367,3395.082595,116.73221490108057,same_tx,4HjaDcSCupB3cayYYgoam3brHZ9MkjM4tDTtAecUY49k,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,False,0.0004331318574090029389261366855,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,1206,3508,,,449259951
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,39P4TLqDz3pZvS1UBkghPufhGJVC6S8xqioatFhwb1RmzbdrV4fpaNPcS8F3mJiNDSqP4W4dpbzRrVm7XhZ8FnJt,449781461,945,2026-09-23T18:14:48Z,AotFYJVM4hFQS97MWq6c2KoDgDYWFDCxLF9i8ZCfABPt,23.429923,2672.558984,114.0660606060606,ref_pool:5a9x2hiZKcDtVA7E,BLX5JncDJCNthgdctoiHhqURrsbeV5NpPLpQaGkrAFLz,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,False,0.0004902220608896666789779909249,0.0007365435975665243198582309944,1.502469,False,,0.0007448715588356638135154640893,1.519457,False,,77,1,0,,нет,,,,,,,152,225,234TG4qMyRYVbU8rKkghE9VPQQE4Lp8caPAsQJJBhw3RLDxDk7w1RK6joAq6DG1fb3CSqN9awMJrGGMn9asiVedy,C42VfkFCu6iad41t1cXckzbyfXCQtCa83jm3dSmskWPB1pkR9yndxHbb3WWRhEYaBeavTLTSzUGRFCwN69DF2hX,449781692
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,2kLHjtpm2e43C8Ek5rDeFGbLd2kNsErseTNE9spuhQ4oqC6UKY6Nn7P3P68SewyZjLm8EfMdtFvYeQQWLKNQcYf5,449822319,1062,2026-09-23T21:15:23Z,DtYzXe9cR6b6ExReMCn5yHzvbS4nUQZ1GkBQDqQoSTNK,30.95808,3531.987083,114.08934707903781,ref_pool:5Z5GkYevLj9fDY4p,C91EYhARvYAeETx784kwZ9aPJ3YLM6WVm99FRCitftAL,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,Xs3oZwbHvqis4NYcf4YKWmEia2eC84wSiVrcYcTqpH8,False,0.000001223339712149747167121707524,0.000001742876932244967956034411339,1.424688,False,,0.000001662203392190717716623404086,1.358742,False,,,,,в окне 30 с 2141 транзакций > предела 1500,нет,,,,,,,2141,3717,yXCLQ6yfAwFotxXxJX9PnqYQ4BpEZ8cmTsFfRjSAEUnqLkYxUXgMgkfrLHUhpksoyrMjWrzh9khkAEagjR4KvW5,yV3x7AvgSkX5hp62NHA2y11j2bZY6CQhbgnp5TUdgFimtHQveBYzoB1XWbYodW3K7L8HEyPPuX4byqSoPxCsS69,449822555
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,5gojtrRZK57Xvyy4iyQjGcsooESb3WtBKVr1xV6GXD5wPN9ENKFNATCGumhiwyd7p7Vr2yyJqU1Fy5ev4JUFLhTL,449857676,1011,2026-09-23T23:51:56Z,74sHNXtVDHZVw4ADktjGFHPzNycV8iHvfHLPp6QZPdT4,17.874504,2067.887064,115.6892028076844,cache_minute:same_tx,CK4pGKfzxByKULE9161Lb3Qrmdh5GGF3zKwS1awKdXXR,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,Xsv9hRk1z5ystj9MhnA7Lq4vjSsLwzL2nxrwmwtD3re,False,3.067494095233089526717740581E-7,3.212197859952279635066626281E-7,1.047173,False,,4.002074969232450260721446690E-7,1.304672,False,,124,1,0,,нет,,,,,,,507,871,3yZGm5gwYF5cjGM9P4ew9qiHzTzUz8xc4gxwvFTjebG4NqZEw5JqBPgozDBKgtY3DmzJQhPaTsroqNG4Wq2P1nUJ,3g3aQfGMPJL5Dw5XXmtb7eNxGwS6PbJ7KPdKpUT227m7qZo719sNUGorXUjj1QR6LTRMDgn4RfEuFfqPqzg36fmj,449857912
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,33Kvehwq4LDNkWb75mDwJcRr5ppdEZV3oJ8osxMeA1ET2aTmxF3rr9cHm3QPFXuZta5x4aNLr7z837HRSmcccVJy,449864348,1186,2026-09-24T00:21:33Z,CvUX4G2tzq7J3ECmNvWZLayZYV6KpgQp6SJ5K8Uvsu5g,20.088697,2317.0,115.34165598318987,same_tx,2jFCYxmZbHYkn4e3yVL4G9tRu2LCZpM19Fw7ifp4fRMf,8VHKSU5pij3V5DVKFQv1WceEzwKeZQpSZiCh9rja2G6N,So11111111111111111111111111111111111111112,False,0.000001253091284441680558251525017,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,1542,3734,,,449864579
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,2j46i2LVmm5M6ffbT1BaeK1k2ERU6fzkfHZmiJwPoVc8rNZJBsDj5hQP3CjwywdC33NQSbhp8aFqh15eB8h1ivGD,449866031,945,2026-09-24T00:28:58Z,74sHNXtVDHZVw4ADktjGFHPzNycV8iHvfHLPp6QZPdT4,8.586482,4000.0,465.84851196339656,same_tx,CK4pGKfzxByKULE9161Lb3Qrmdh5GGF3zKwS1awKdXXR,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,Xsv9hRk1z5ystj9MhnA7Lq4vjSsLwzL2nxrwmwtD3re,True,8.691475605067902683897808088E-7,9.301589059415722575909575534E-7,1.070197,False,,0.000001042344471394928123162615074,1.199272,False,,,,,в окне 30 с 1778 транзакций > предела 1500,нет,,,,,,,1778,3736,5yRGkVMHvMqyvzxZbzArKjcz5yiattry1EJL8qb4rkUpgwwK2kgtLx866SPu4seRgH5XJBjZFitnjDmJKKoKJjTp,jcjsqLyYG5hWzRooLZoFi7DRvum1WceJb2sy15WJhdjUvSSm3p7gmgC1rskxAnjxbrgxJYte1XBDUd5pmtS5rez,449866262
BATCH-3,DAejzMs5cUeCCENNvapy9KWFwzwegh7LvcgNkZ6hnf1y,fomopumpguy,54pciQNxt5ddo4skZPFRQy7Abofz7EsdvDwANUUmWuFHaeQt1YLiEUtukaidDbypcUWNU7m3SuczCTdWddnjiSnd,447833164,906,2026-09-17T15:48:43Z,78MC723LRRcerG1UqQPw8g96saHjmiUV5hUsSuL6n3GC,3.918526,400.0,102.09355430321774,same_tx,EUeVLdueAfwtqTVkWHXz5nB7W3sx1xgAJn97P5e4swd8,GAEWHsfYY3vJTPRbtaj5uX3xxjzHiWPtbu7LDtg8bfKx,So11111111111111111111111111111111111111112,False,0.000001759833264968747594166878475,0.000002158087310482336789727663110,1.226302,False,,0.000002030639961406444623359976681,1.153882,False,,74,0,1,,нет,,,,,,,797,1691,2G1WFNNPUakozeB5dt18G9fo7FSs7VESF2jqdwEQ1ZaQVY5p66Y4PutzuoFAQaNQaXzV1hfFPx8RTec21bUaxSZu,H3PNeiVzyFqdVuFF6nTfLC7e2roUNii41LsEc13GbFA6FJhwwtdQEmaYJDKaAV6qDYJWKrqYMdd1giKforT47zN,447833354
BATCH-3,DAejzMs5cUeCCENNvapy9KWFwzwegh7LvcgNkZ6hnf1y,fomopumpguy,2w5W54GtMffyBP9ycYRLdjtNSwu3LjVsYxzka5BwHo9GDMEuai8mcPzG7c5ipLdJcFb5HocLNS5B2Xg6QqfeTiH3,448363424,824,2026-09-19T09:12:20Z,2TqMkSTqMpxACay3j8Cjt7uqUAWTG8HYqwWJ3xmbpump,8.915529,1000.0,112.17077211700992,same_tx,4hoGpWQC1YMbvJayBCni8skMRGfNsZHvdH4QdTEMah9s,Dui133EZMfjAJnNxf85hmNzxqF94uopJ8egGLeFr3k68,So11111111111111111111111111111111111111112,False,0.000003668581927723666926190820652,0.000003954490200621997027779602530,1.077934,False,,0.000004028888900330225154567286728,1.098214,False,,,,,в окне 30 с 2048 транзакций > предела 1500,нет,,,,,,,2048,3398,4J12H2A9JJw6vnpE3E4JQFfFVvxgq8dbamMVWPgaRpyz7ZeMdHvBNN2y3buQkPE5Gxjvdoa1pehKPcWidqcUyJQQ,5b63syC7erFo7z3gj7ZtpLiqNFNidhzjMVHpgoFxgixNksVQa9b46Jh8zmxnLyPHHshp5CdRPBRYZmmtvEhR54b1,448363655
BATCH-3,DAejzMs5cUeCCENNvapy9KWFwzwegh7LvcgNkZ6hnf1y,fomopumpguy,AuvPMDPcJ2qqRi5h4hRQs1ct2yaN4PU24AZiXgfAn54qCDcwsk2pJe5cp1P1DqiP6wST8M9tJvZayGDUJYN4ebz,448432071,1014,2026-09-19T14:16:45Z,Gs2jE3gkviA1HSEB9NsufbyHuJawx73X5YgHyekKJLm3,4.547731,,,,AA5fY6jimtvQTyevYmPXZxMyeCLNXLDfjci9xoCNALSu,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,So11111111111111111111111111111111111111112,False,0.000002621581947843351963112316408,4.081891011503890176226089038E-7,0.155703,False,,1.557475375080862086581748505E-7,0.05941,False,,14,0,2,,нет,,,,,,,61,84,3tjzCUcs2HJK4k4kynQTP7JdMYVEviD31ZUwXV35TauEUQSvBH1JWGEwkFPoaMb8HRHnvrKFe8xncVgi3ewqkBuT,4s21GnW1HLdvEpXm3cgkPJEV1taWXDLHbM8uL6kAdBFbxqxyF1YCTJhEK7QPq5MZwFFmg4hNmfKfYnRXANSaT4AP,448432302
BATCH-3,DAejzMs5cUeCCENNvapy9KWFwzwegh7LvcgNkZ6hnf1y,fomopumpguy,28U7HepLR7WLiyU35bGzb4RojxieEgmJR7qz6VHGbyQMMPZohUHrxgecVeqJBqrF2g51KNiwJEwWFCAbC9tzwTgq,448650001,357,2026-09-20T06:26:20Z,BnE66Dt8WmraxtrSshj5mmMj6npVGCdwyJEJq9hFN5Vu,8.177487,887.999999,108.5908194953342,ref_pool:4Bgg87pUUXPWhvf9,97cy6CHnmgDThB1oRUvgMbSqkGN1wS3RCDPkzWdSkYw,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,CashcatZMRn4Jv8sPQZUSsbTLi2PcPe1ssqbHcnaJqSS,False,0.0002449320407531415502540668668,0.0003809290090888662353295327556,1.555244,False,,0.0004454142013780628156166577729,1.818522,False,,63,1,0,,нет,,,,,,,166,218,3eKAcrPmpsnjDEFjZSjnJ19u6T7zr58iLDCY7xwt6c5xAbWEaXaJMYNnNGsgx3LAo8NiUhqR5khaYmBqpPHvLLvM,2gVsBbsUqiu8Zjq1S7Sa56VJekBFur9rZG4SsmMpHTiEfDTjgnqiTjQ5RMoKtDcXsFB6KqHhJ1ux66BJjed8uN8q,448650237
BATCH-3,DAejzMs5cUeCCENNvapy9KWFwzwegh7LvcgNkZ6hnf1y,fomopumpguy,2HxnHjyKLFoePfZctiU6p32ZfA3ahPqJLUggbSyifxoE4EF8KpkvygfbhuxRjsX1pqbiXQZnGiDHZLoANS7d2TGS,449067753,62,2026-09-21T13:23:14Z,FvMLDEUDKUr9C34e8Nynz5Aqfdk34a2RBKQxygLpfomo,50.956793,6000.0,117.74681295865703,same_tx,5MEiFzEQtQmx3rnLCqBL3DkmmMvdjozchob3JiZECtry,FdYPSUq2Zrw9vJXkA8uZFVNhNcCvUUuAcSWWVk6MZZhU,So11111111111111111111111111111111111111112,True,0.00001406615366943386110495898498,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,0,4982,,,449067984
BATCH-3,DAejzMs5cUeCCENNvapy9KWFwzwegh7LvcgNkZ6hnf1y,fomopumpguy,2BAUY3CQk4ej9YCmvorczUjN1gHyNRZcvwxBraSJe8FNRY3qjYocuxhk1ZeC6dkFsGzNkjAk4HHSjZrkRHPQBBgF,449134512,747,2026-09-21T18:21:54Z,GdSdhmK9Qnyq2CnAawLSWCzaEH2unfJqXJeZCX4u97ja,3.405786,400.0,117.46618066236651,same_tx,95Fvi1AAvPybVejgAAZmLXWwGRr6UG6ehZkKtMYEnxea,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,So11111111111111111111111111111111111111112,False,9.713446420843313616325307022E-8,1.864341609892317317010190234E-7,1.919341,False,,2.305741944485845915258624500E-7,2.373763,False,,78,0,10,,нет,,,,,,,154,212,4UMaf98NB36bNZBPZFKuitR4qu7b3YxCY84gmqBwbF5KKYoobfEaSS15dK7Az4vSVWwQdM2dsNg2RzsZgS8vaL4R,3T6ae6V1Y4AvjmHF62cV4gAhetXh4wzpzkibayYzfEfUSMsoo7vPBWYXXfWMn45j59AEaAvmeaSA6JvMGe8UyCXf,449134743
BATCH-3,DAejzMs5cUeCCENNvapy9KWFwzwegh7LvcgNkZ6hnf1y,fomopumpguy,59e75JSAzgrBwzHaUkYC1vbv1toXyDJx67Ac3b3MHuKMzBe93kjkH6LCDVok6x4HWC53g5juCRBfJA4Cn8EeQRdt,450014534,403,2026-09-24T11:25:04Z,HMD6LV9hj6SdSKF4oTd7dYTVUhVL8MzYvPZYgb7BQSrW,44.065869,5000.0,113.46650054325681,same_tx,CUAhwfFSkU9koVVQU4fqcBVK1iCmo6bP8zD8MzK7bNTn,2jgeBSxH9bZnbez1TXygHHNgibBgAZ4fHaEvFxT4SqfM,So11111111111111111111111111111111111111112,True,0.000006294306516395603551381464312,0.000006702196427910249018734422568,1.064803,False,,,,,ликвидность пула снята до точки (3Z3Q2JEDaDBE),,,,в окне 30 с 1682 транзакций > предела 1500,нет,,,,,,,1682,2528,tTHSzHUjnJefcpXEXG2aEyuVYMTn6118wRaubj3kVLuC58azsxUCSaVbru7cphNPouewNL4fM5piY2wDfczGBdm,,450014765
BATCH-3,9zZCjLr9xfXfp3qdqvPh6YeaEaagepz21khLhca69B18,Pasterniq,wCE16TfftWZCpn2hJEAeFAS9x6DDqU46bHoCeszLn2nBz5RB2kaUwxDTXVa6i7ettaCD7RntRdiq55w3aUFwRhn,447829056,659,2026-09-17T15:27:06Z,AyYNfPtftg2zDP4ZbgcoQMggQtwLh4zpfVVmUJs2thto,14.967315,1500.0,100.21837736758023,same_tx,FcwN12qPjB3sE5UVXFvukdg38ajRaiYdjnK8KeuwBHVC,ASgoadVEDL8zJn6KLUiMSh9m8x2yYAEZPsUSpvxHj3LY,So11111111111111111111111111111111111111112,False,0.000003943697820948779267567893438,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,0,2998,,,447829254
BATCH-3,9zZCjLr9xfXfp3qdqvPh6YeaEaagepz21khLhca69B18,Pasterniq,4WKfAtUT8SiBKx7E6CGVuW8ULHLMUBgGwJ83AArRuoWxWyRykiDnbz4niZPdwFx4zWFhNMC8uvMw7HxLW48WnQ2T,447900190,232,2026-09-17T21:43:35Z,9Gf5csKmAiSbvoCPAdMxXonDo1V5fq9RQeY8MZEBb3zt,39.365254,3990.317247,101.36648113329359,ref_pool:5MrZHiA9rWFo7Cze,4ZQ7tNYbqww3C9BwtufxN22EsCw5w7FUp6U7wwF3Mgrg,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,uniHfuPhEQSrtpzXpJZDCSq53yaejKKpNhFUiKoHKHV,False,0.00006853307043556113659622553975,0.00008766885328273256123144181976,1.27922,False,,0.00009527760350359407085343371776,1.390243,False,,186,0,0,,нет,,,,,,,633,977,24nHDqkAMk1p4814LgBisbdrQQjygEqzuhztsGnLbAy7jimmFF7LnLm99SpwWRnV7RHWuq1xe7eeQGf6858Gh3SA,2Tpg6Z3tNFyNiJCeJWYxbbqCdmWjyWQs6yLNL3P9vEwmZFZYAh6BrdRJdhb2TwXda11vJ7QGkDKS7oyMky3KzUo3,447900384
BATCH-3,9zZCjLr9xfXfp3qdqvPh6YeaEaagepz21khLhca69B18,Pasterniq,N1qcbotH8JsJ1fUKtjsxJizjen7eYSW2ssUNX7NinqLH5uvQZuqk5g6UKawN45Zi7RECCHAnPbFhSNPAbDbk3VK,447903324,1288,2026-09-17T22:00:07Z,241aTYhVXZ4WBVSFpfY37RqoCGBQ73KiRFAKvTtnmoon,36.277047,6043.260884,166.58634879817123,same_tx,AffbHewmg2SJmHwtDQpdzxGXQUbitRHsVX15vs4RA7ug,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,0.003225503990600462981955839632,0.003487583519333361889664229159,1.081252,False,,0.003411128842424445766614871273,1.057549,False,,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,3030,5670,oLheweQeHXKVW11942GnXzMZRMsf8EP2SFVAdxcbsr2q21gHz9i2dX38919pL8bd2tQ8uDBSQz83BRBCwsmoYir,3Ubtut2RhSMCGv3tZ1gnNfjHXyHn41nFsdhQeZ8CebkZHUDB2pF8GMqsG1JXnLi4uCDsmk4Ar8hYPPdEzvGQGXbt,447903514
BATCH-3,9zZCjLr9xfXfp3qdqvPh6YeaEaagepz21khLhca69B18,Pasterniq,31GSPzYGMR37uiGJ2h8wALPqWQvY2agyFEiBTmfwAMVRDT8d7GppTudAtgG7yGiTGhBckEsJfz1Z5BGkEjM23ZCc,448499314,784,2026-09-19T19:16:19Z,72TgBXGDNKyNkx4bPd6BLmLAjqTQpE1xUYGStEHfiNku,8.891846,998.155988,112.25520606238783,same_tx,58ezNG4LRfq7nb9TUDXkF1K79c8uhQsMnnGH6HfSGtQP,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,False,0.0002840857089339313646141695536,0.0004784034381672646706627461762,1.684011,False,,0.0004048769658088736907670396682,1.425193,False,,40,1,0,,нет,,,,,,,85,114,434E9SJ1cqd8k4hVdz35yQtVQ475Bhs4Jvdv19nJaaFNK9yVFxFKkiw4bZLjCrLVBS89AQn5hpKGoZXRsVzDAQgo,4T7xQ5D1vw5b6RgvTe7Ctp3xNWmo2YL9haVpCS5BTXgoa1BPj1VfoUVzVcH2XRvtWyQmJcHdH7hRGq495VzRzRMQ,448499545
BATCH-3,BA3nKHc4DoSANRrx4FcCupExzs6cWzw1wkPpqjnqJaCN,AviFelman,2TNepA88n7enze5TCbLyLwMmSM2PtrwHD4iM3DiYSDBZtSZYJCCsdTBWVrNkM4f5c9aPFWiZBasoVaEQckbsLian,447865619,243,2026-09-17T18:40:24Z,FTjYFyQLRX34RmfX1Xxh1VUJe9c2H8WFr7XophMa55g4,4.954988,500.0,100.90842434644823,same_tx,3RJzH422AWnSwyyreeRu3ScvTnUzecccmo4Rk9pQPq24,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,HTmQz7My6MehV7bjhJ6jde8nDND1yvsz68d24LP7YgUQ,False,0.005817431532880115266691481825,0.01415071229987945950830309408,2.432467,False,,0.01226101574352903672717837022,2.107634,False,,34,0,0,,нет,,,,,,,62,89,jwjqnfCTAAYjQAcTL3RS8RWsgH49fYnDcE4hUczNwVcTe8byx76torNjPtYaYpqMSCVWip8NUAYqpfvKgU3UdP2,2TprYo2QKkxqD7Er2pZEjvo64dgzVihtmTt5L87Jk926wXVNW8KoLoe8vsqtbnspk1SPwxYTRQkhbF3atvBSv8FF,447865813
BATCH-3,BA3nKHc4DoSANRrx4FcCupExzs6cWzw1wkPpqjnqJaCN,AviFelman,Xa6uTKUVHDq8sk7GfXf1mspFpvxkwHYAwjxt3gv8GsAVwLDSnjDAD6QKYxtrxAZiCdXksWFG8m9hFZxmF9J1rVw,447958355,816,2026-09-18T02:50:50Z,Atf7KaBLF257KQosBM2rCxhhdRfDtRNnpwmUH4bkrMMV,12.019662,1233.530245,102.6260379216724,same_tx,2V7mFSDTBfoeHmkq6GLkh5QgcXKRzQjJk6uAY9gR7viN,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,HTmQz7My6MehV7bjhJ6jde8nDND1yvsz68d24LP7YgUQ,False,0.002360111414721997746355193031,,,,ликвидность пула снята до точки (58YmUEGwzhim),,,,ликвидность пула снята до точки (58YmUEGwzhim),57,0,1,,нет,,,,,,,101,239,,,447958553
BATCH-3,BA3nKHc4DoSANRrx4FcCupExzs6cWzw1wkPpqjnqJaCN,AviFelman,5ADSG6ibViLDXFN7YceycrZ2PGDkXZNvfd6uZasK9Y8ybmtAUMKokWrexcH2MTAa4YuNgfgT7Arm92Xftfuv8BSD,447962497,167,2026-09-18T03:12:39Z,Atf7KaBLF257KQosBM2rCxhhdRfDtRNnpwmUH4bkrMMV,28.337962,2925.479856,103.23536597239875,same_tx,ESCp5pV2ZhNNQj6RqmvrmgtqNod2FeaTgw94A2B4BeMc,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,HTmQz7My6MehV7bjhJ6jde8nDND1yvsz68d24LP7YgUQ,False,0.01017721519091878694125334439,0.01124737879475855510176759441,1.105153,False,,0.01158905259071896979252823655,1.138725,False,,25,0,0,,нет,,,,,,,64,105,36j2NbFqLpP2ztNWB3PNV7nmn46GxHWPaehRBPbigw8nNQJ73zKrJYKpMveCRp5LGbpNCmwvdg7h5HVkD9bcHRHR,5wTJHrhTW5ZLJHAyK6DfJjf62vaVmPZEaqcmWQxp2aage1xhNLVeu1Axy673KJZtoBSErShNT7ob2NxLwwjhaLup,447962691
BATCH-3,BA3nKHc4DoSANRrx4FcCupExzs6cWzw1wkPpqjnqJaCN,AviFelman,27B55c4wYLjGBzpWop69iV35yP1PmmZCnGu48Nq6983u5D4UAGnF7CNdLZnK29boaZiLMHN1ZKwY7YpakkkiBxh2,449442476,91,2026-09-22T17:11:54Z,4K1m7gAMDKzrxQn68yuZAd767w57Fw7Ykw69dG3umeta,85.893269,12793.723634,148.94908272978856,ref_pool:6Td7rUis1kTY9gM1,ApZ5Gb4G5j52nPvsRMk3L64gpnaYBNLhL9m7U9aU5nv4,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,0.1037639603771607147788220705,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,2041,4930,,,449442707
BATCH-3,BA3nKHc4DoSANRrx4FcCupExzs6cWzw1wkPpqjnqJaCN,AviFelman,SKE9PjZHvKtRYxoS5TQrjwhPpMRjNZ5Gxk9qvjecHqseDR8j3sGFMqZfXjNeBWYKLAm4hhvnFb4V1etsZpEp3F8,449755745,142,2026-09-23T16:20:40Z,AisM5uhzVWD5nLWT5Tg93UxWcHHXCv91N14fSj332ttj,7.481283,1000.0,133.66691947888904,same_tx,D6TFHRXbDH17K3utM7ZjE7JnVTwHkRHAM5wH3wva5CQL,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,HTmQz7My6MehV7bjhJ6jde8nDND1yvsz68d24LP7YgUQ,False,0.0004343512338594067916322066356,0.002437566680200571196743372524,5.611971,False,,0.002889533224849992524183142490,6.652527,False,,61,1,0,,нет,,,,,,,235,338,o6oMApiyiQ79QqUabNZ1b98SrF32kgXx5oMAcrGYtiMGJ725jqsfXYqAiTBtwmcUAFXHAjhxTwqRhpS3xGTcG8P,5bLnbsMWzS6Bud95aVcfULYfnZ3RfugWjDT1s4W3f68qNAFyb3GhqSxEZYLTCStb4LdQckU2vJbEMHPEp4jCf98r,449755981
BATCH-3,BA3nKHc4DoSANRrx4FcCupExzs6cWzw1wkPpqjnqJaCN,AviFelman,3jYZjKVWjDuoKBLrBmeRxXnhmC4atqyipLuvGfWtmhriHugocDvrdugigRE6E3s4RTUmKspppCfNU7L99UFzBYqj,449820622,464,2026-09-23T21:07:49Z,3c7mmVSyEH8jfZXgxvpLsETtko1Y16DyRJ5XYB4snhGt,43.797323,5000.0,114.16222826599972,same_tx,GM55pjg1n3wJ5NhgjHweRi8nhaWZNzCfReXgWFi2RbW8,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,HTmQz7My6MehV7bjhJ6jde8nDND1yvsz68d24LP7YgUQ,False,0.05100686689529890814166116123,0.05420223193465974206793506604,1.062646,False,,0.05351703521292217233580439347,1.049212,False,,59,1,0,,нет,,,,,,,69,106,5GW2BGBwbU1ujNPY1xaSfA2rjWvL7eqP8MAzvCW3e9kMzCpjEQVKc6SymKaRZqZqnV67Dn48FmfnMGL3z4uwA4Ed,3MLnUEZ3cxZbF7t4agxj7DXzmcshvsXXkSYHdMkfJE35tGNK5w4TizCHA8ybuaJrQK5Mx8M1fwRP39wJEm8ZnHSw,449820847
