address,name,group,rank,prev_status,source
CgaA9a1JwAXJyfHuvZ7VW8YfTVRkdiT5mjBBSKcg7Rz5,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
CgmwCcCoF5YNhWrVBz2R2iH4MopfvYLfxLgSZsrnemi6,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
CkPFGv2Wv1vwdWjtXioEgb8jhZQfs3eVZez3QCetu7xD,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
CtPxvpWo1pk7HtL6KwpCLMMdsXHC6fdqAN1bPiracaQq,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
CvNiezB8hofusHCKqu8irJ6t2FKY7VjzpSckofMzk5mB,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
CxWRfadzmKT3vQtX76UXcHVqTd2GrMWuMMNi2jHAVrz4,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
CyJLNEWdAuPZfumE3WoQYDFh2fjryKb7MdHUiDtWFJT8,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
D3zAG2Kb6dAWvfuJtxhMun9dT3VurJcFjRDJvVkApZ3d,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
D8kKvpeGujoUifhumESFahjauzyddzYei8TKPNoYPzPa,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
D9UiteKBjbVp8UYGRSKi4fJRsXYp8Csk7zcrnaCvq6LS,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
D9gQ6RhKEpnobPBUdWY5bPQt2p3zGk3iVz6ChpUi2ArA,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DCxNDMvEzY3Rz6bzUej3egjQM7W5VQ5QSNoUsRbP9Yko,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DEdEW3SMPU2dCfXEcgj2YppmX9H3bnMDJaU4ctn2BQDQ,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DHDhS1jUa1PkJmkqNqAnAzYYfC4y2Xkc5TpKUWKGMaSe,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DHv5f18TC5YzWwj6CArjrwGYhnQxu43cRtvHwr7H5XA8,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DNsh1UfJdxmze6T6GV9QK5SoFm7HsM5TRNxVuwVgo8Zj,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DPGcsm6NwPMFK6VLaYcoTEWpCnEZrekiFn4LoRHf67Qo,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DPV7YaUK5tmMgCyzwDL1uxyykpmoYnDvSdoYEkWqaMy7,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DPzuZ7N19QGmC1yb4Aw6w445m5XcQ1GVbixdtq95jUMM,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DU323DieHUGPmYamp6A4Ai1V4YSYgRi35mGpzJGrjf7k,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DWcr4sW9YPpcMSWgxhZpunwvAaHnhhm1pZHrweMFk9f,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DXUDwz9Wu5sSiomqRYkpiB95MrBuxLDRYSNXvCPDnGCM,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DXoDAgRazixoGnnBsoG7Y1JKk2anmzjjpqHGcj75kCsz,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DYmsQudNqJyyDvq86XmzAvrU9T7xwfQEwh6gPQw9TPNF,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Dgehc8YMv6dHsiPJVoumvq4pSBkMVvrTgTUg7wdcYJPJ,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Di75xbVUg3u1qcmZci3NcZ8rjFMj7tsnYEoFdEMjS4ow,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DjM7Tu7whh6P3pGVBfDzwXAx2zaw51GJWrJE3PwtuN7s,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DncTAHoJ9ALJAetZCbF7E7LW6BxKE5VfDncHtAsK8STB,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Dr7V12M5AcXAC2EEdzMHmwYwgUQbhUcT791szi5pzggw,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DrJ6SnDXkEsPeGdmSs93v5rwWumv5QMvAGSZjAyWSd5o,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DsqRyTUh1R37asYcVf1KdX4CNnz5DKEFmnXvgT4NfTPE,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DxQHQT9Mu4bwyACYt6EoPktJMpJtK2XLCmn7dLhdYoSi,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
DypmN13zYi8P3maTdZ3D9krGBYq2UJFJHa1KGUE4jqSB,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
E7gozEiAPNhpJsdS52amhhN2XCAqLZa7WPrhyR6C8o4S,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
E85RJFeTUA1MMraonGB4mK4zyioVN4y8eiERpzz48kVk,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EA4MXkyF8C2NzY8fw2acJPuarmoU271KRCCAYpLzMBJr,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EB9rURAEFFHHvcuTig6R2jfaPMzWWwmRnzeoPnigGer,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EDXHdSFdadFbYFFjxPXBqMe1kCEDFqpPu552uvp48HR8,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EE2Cu5a6zHUSEqCei78wrdXgRJEoAkzWDdbWRtK57KxA,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
ENkZtLj1onzQRGnEeRkQfFzBeeY2dCeiQMXDzh8XbQbj,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EP5mvfhGv6x1XR33Fd8eioiYjtRXAawafPmkz9xBpDvG,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EQaxqKT3N981QBmdSUGNzAGK5S26zUwAdRHhBCgn87zD,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
ETU3GyrUsv6UztQJxHgsBX2UoJFmq79WJe3JyDpAqGMz,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EUSrFmnQVsN48Q58SYY5GrRcv4CP9DmYa7xKYtmVincH,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EWJuYRkYc5rPRFoRkuuevVRwrkXBQgEQttwFXqDzG3Hs,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EYLStFNCmXNeMQhrZTsy4jtbqyaqvYjDx8xe5oqGvhAw,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EeXvxkcGqMDZeTaVeawzxm9mbzZwqDUMmfG3bF7uzumH,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EgjCS3ULUCU5JN83XumirPr6171zvN5i6wc12SDiVGX3,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Eh3q5AXnopCFULMLGv6QeVqpZhRvPgkWHBMKqNGQvQTX,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EjtQrPTbcMevStBkpnjsH23NfUCMhGHusTYsHuGVQZp2,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Eq7kXPwxF5qZZjjgTZ3BaEAgH2uMFvZtYi9yeLRHafeA,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EqiFgyNw6kgrmYstWyrP8VjKhka7XEmKTZzHSmwpr1Zb,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EqymVP8KbeByHFiMWb1hfikoSHKxLrz6AsdWH4L17Jp5,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
EtyHwLDfAi9E24Qw41xFUW8WtQ3NxajxJA2yaaUASR5a,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
ExkBDVdrrN7woPX42v5sfJa7AvHKhAb2uU9Fwzhhokno,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Ey5BDKdGD5QV4jND3zXXnPRBPjct9WaXPCQryVKBssLp,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
F8Y2n8WgaFGzvZeHbKq12Niu9sdRLidtWRV8iXyM2KBi,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
F9zT1F46HAoPanR4NC1Yw7TyP8Z9tCavTe48mrzK7aN4,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FEDt3TPMu2KTJpzPBMmxHN3zebs1oYGJrbxuE1ycKG9s,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FK5z4HVnGCLbMNATcAVm81551Ng6NZU6uRFezzMKdF3k,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FMX8cSCPyFo4qTHTxuU1hYrWRXNU3NsTqxcL55jwR81f,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FRa5xvWrvgYBHEukozdhJPCJRuJZcTn2WKj2u6L75Rmj,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FRnCwxrExtHV3Q8dgNq9mm4Eb6S3aQZZiNQ8BBHBhMye,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Fem2HrqoK5YxvHq97nSgF2KysA9D6QCekg7qfX3rTj1j,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FqamE7xrahg7FEWoByrx1o8SeyHt44rpmE6ZQfT7zrve,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FsG3BaPmRTdSrPaivbgJsFNCCa8cPfkUtk8VLWXkHpHP,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FwjYcbfktK8PC2bzCrqxR6QkUPxmHFbcFGNrz3YAV7ft,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
FzVQSzj8JJr6WMGqbUHzx2XH1KkrfxRrRPv6WcbbZmND,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
G3CaEuingKVjqsoHf7SpSQuLvRAJA69dikaQYxBqvwEr,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
G5nxEXuFMfV74DSnsrSatqCW32F34XUnBeq3PfDS7w5E,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
G6fUXjMKPJzCY1rveAE6Qm7wy5U3vZgKDJmN1VPAdiZC,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
G9VPG4XvHheUUbzPexNzx9Yyx97ii53WYb89PvdM2qQk,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GJA1HEbxGnqBhBifH9uQauzXSB53to5rhDrzmKxhSU65,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GJyhzLoZAxZHZGPvF3V1wsyGUnoGSQ55n6hN6nHv7W8B,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GLjnQ8VT9yFHs78N5CZWGGn22a3pm4XHih5WxUpozYnq,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GLv45A9aEknpjQ47XUX13tU8M1Bxwx5kRhWyDrSaiJUV,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GM7Hrz2bDq33ezMtL6KGidSWZXMWgZ6qBuugkb5H8NvN,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GNrmKZCxYyNiSUsjduwwPJzhed3LATjciiKVuSGrsHEC,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GPLmVnDTjo4f6zsKQLzuzvqRouCNrnA6LPJyGw1iL8aW,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GQKsdX8CQfKNaRpjgDwi1T7C51K2xJwCrF7bdtkjV56i,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GUjYXh4aR9tDJ1yU1gsa91LtivS5t84CZF3mP5SBkKhz,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GV3xVMBcrHoUaq9daSkff9byhq1eiHjbC5z6dbdTEUpA,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GWv65JohnkJgHVbqdjn4Z2BhFmBuwCTyTuUwWsspHBZ4,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GZ1yiJKTq8Mc6RiY2WQrzph8wJcizSLGgyhr4RSgnuUo,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GZVSEAajExLJEvACHHQcujBw7nJq98GWUEZtood9LM9b,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GcKSP83E3LsRWNHXwMzDNPLNFQyL7f5AbthFYkiTMjyf,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Gf2wYM2k5ojfPzN5Uqi3mbP1nWEdZhhzMyDBsKrHA3kC,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GfXQesPe3Zuwg8JhAt6Cg8euJDTVx751enp9EQQmhzPH,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Gfsk5ZojnHSLoxRhUBD5vviJELFuTGkyBh9QTqEo7Ehg,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GhTHD1JgUGrZVx5e62tVcqjhzsTJRtpu4ctZbfA4Z6rj,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Gmh3Wt423pU6GsS3FQyZjknifnAFW7g3J8HhbF2TrbZL,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GnBbV25vuKvW8z8gGyutt1JxLYnDBPnNAuWEbcAhvS84,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Go9BEhJGCpbXFzky6SWcofqQyuiKrtE1m9Knx1aiZCc8,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GpTXmkdvrTajqkzX1fBmC4BUjSboF9dHgfnqPqj8WAc4,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GqCmmPWHnTiSG4xpwWeKZE6FGUGJiQupQVBPJ6KpYjG4,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GuWqt1S6f2pFZxFDDM6mJYTBP5Kb2L1NrMVnVdZ2JwbM,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GvTXquDAJbfrFrEGTPRPUj3WM5Bzub5yeTFzkLVHpjfD,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GwKjmdpK28BNi1TJ3hfGU2qH9Scg7D3VCMV3kLfeUrzA,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
GxifJqkZv6CvgLVpcv5Z8tkqcCyVSWfUyvr2zCCjpEmV,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
H6WSQu6EwQnTv8ax6goxsfsnbNnNVxZhQYa1AnfFyiRJ,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
H9TMtTxBL84rqpX8uqC3TpTgM9BmE3bJDPzStFk8U1Th,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HEBov96RdNZC7vrH9taLXwJ3b7MTHBemSee8nuvwDz3P,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HLd36zMuxj3Mh2iKtChYnuj8wU4eCU4RexFxhBfHNMDN,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HNKvqBj7majHp8gbQgSwpxdEk1vPWrcdghs5EMYk2ZEw,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HQT2L7V9pkYocCUdTuYN73965FpJsnN2ZDjWhyMgK4x2,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HSeCG7T2KCTuVAARGXZuxBNZg6pas1EdJdjn7Xyy1ENB,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HT5EVAzfn1CzBqbWtVKcC9CRdexcemactNQNt7tM7rSc,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HYSq1KBAvqWpEv1pCbV31muKM1za5A1WSHGdiVLUoNhb,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HbCxe8yWQJWnK3f3FX4oohgm87FZuPYD4Ydszqxgkwft,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
He5TP6oZo6ZZsXvS1R9NJJJ8BUAZ2Zc6rLsab4yiPkVR,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Hf5gBH1CbqdHdaHxMTKTGtYBhWPqpYQEvnsHVX1odBto,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HmBmSYwYEgEZuBUYuDs9xofyqBAkw4ywugB1d7R7sTGh,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
HrCPnDvDgbpbFxKxer6Pw3qEcfAQQNNjb6aJNFWgTEng,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Hsu75uJhEidV5Zkj21XBEYUBaFZmjb8Rd6qUpweWGbTo,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
Hw5UKBU5k3YudnGwaykj5E8cYUidNMPuEewRRar5Xoc7,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
J1XAE4onKYG1kTghgaytnyFgR3otQs1xEnJRRWM3djSQ,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
J6TDXvarvpBdPXTaTU8eJbtso1PUCYKGkVtMKUUY8iEa,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
J9TYAsWWidbrcZybmLSfrLzryANf4CgJBLdvwdGuC8MB,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
J9mnzdvz2yd3gPMq5pwNtcYPchHpKJaafEaAcksVc9Kf,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
JAj2wKJmW54nyBFYxUea7Nq3fYTE3G69iwaa8NLjTRFr,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
JAunzNqs3bVBcWDjDxfq9rgLzJMCadNXoaCgfzLGMtYs,Исторический ранг есть; прежнее ДА|confirmed,Исторический ранг есть; прежнее ДА,confirmed,YES,first_mass/qualification_overlay_v143.json
