friday_utc,token_address,z1_end_n,z1_end_qty,z1_end_vol,z1_start_n,z1_start_qty,z1_start_vol,z2_end_n,z2_end_qty,z2_end_vol
2026-07-31 00:00:00,0x1c690498150252222c275a5ced69d3a6b1f52d5e,0,,,0,,,0,,
2026-08-07 00:00:00,0x1c690498150252222c275a5ced69d3a6b1f52d5e,0,,,0,,,0,,
2026-08-14 00:00:00,0x1c690498150252222c275a5ced69d3a6b1f52d5e,0,,,0,,,0,,
2026-08-21 00:00:00,0x1c690498150252222c275a5ced69d3a6b1f52d5e,0,,,0,,,0,,
2026-08-28 00:00:00,0x1c690498150252222c275a5ced69d3a6b1f52d5e,0,,,0,,,0,,
2026-07-03 00:00:00,0x1cdad396db64bda184d5182a97dd9b3c62100b7d,0,,,0,,,0,,
2026-07-10 00:00:00,0x1cdad396db64bda184d5182a97dd9b3c62100b7d,0,,,2,0.027307942612919217,1.957685775102,2,0.02730793787804245,1.9579910575360002
2026-07-17 00:00:00,0x1cdad396db64bda184d5182a97dd9b3c62100b7d,0,,,0,,,0,,
2026-07-24 00:00:00,0x1cdad396db64bda184d5182a97dd9b3c62100b7d,0,,,0,,,0,,
2026-07-31 00:00:00,0x1cdad396db64bda184d5182a97dd9b3c62100b7d,0,,,0,,,0,,
2026-08-07 00:00:00,0x1cdad396db64bda184d5182a97dd9b3c62100b7d,0,,,0,,,0,,
2026-08-14 00:00:00,0x1cdad396db64bda184d5182a97dd9b3c62100b7d,0,,,0,,,0,,
2026-08-21 00:00:00,0x1cdad396db64bda184d5182a97dd9b3c62100b7d,0,,,0,,,0,,
2026-08-28 00:00:00,0x1cdad396db64bda184d5182a97dd9b3c62100b7d,8,0.32777999107414313,352.04883467802006,6,0.24544030646070455,240.3186081414285,13,0.7540015493517022,292.94260295663105
2026-07-03 00:00:00,0x1d11f0496982706c5e14a514d4e79f2e6bde4516,0,,,0,,,0,,
2026-07-10 00:00:00,0x1d11f0496982706c5e14a514d4e79f2e6bde4516,0,,,0,,,0,,
2026-07-17 00:00:00,0x1d11f0496982706c5e14a514d4e79f2e6bde4516,0,,,0,,,0,,
2026-07-24 00:00:00,0x1d11f0496982706c5e14a514d4e79f2e6bde4516,0,,,0,,,0,,
2026-07-31 00:00:00,0x1d11f0496982706c5e14a514d4e79f2e6bde4516,0,,,0,,,0,,
2026-08-07 00:00:00,0x1d11f0496982706c5e14a514d4e79f2e6bde4516,0,,,0,,,0,,
2026-08-14 00:00:00,0x1d11f0496982706c5e14a514d4e79f2e6bde4516,39,207.40166168969262,1741.8360214752472,40,615.1105908018171,5164.06010963462,79,598.2538893828868,4985.924409897629
2026-08-21 00:00:00,0x1d11f0496982706c5e14a514d4e79f2e6bde4516,60,635.1839021466117,5866.594067153558,39,237.93042883903905,2203.4357353436744,625,9802.34046154475,88922.10738140691
2026-08-28 00:00:00,0x1d11f0496982706c5e14a514d4e79f2e6bde4516,196,7088.024358685856,76388.23052171922,223,2215.160341755417,24392.09089612933,3774,32174.847750152756,312479.9622888784
2026-07-03 00:00:00,0x1eebee7f74517e0279dfb09d25b0407beec3fdd6,0,,,0,,,0,,
2026-07-10 00:00:00,0x1eebee7f74517e0279dfb09d25b0407beec3fdd6,0,,,0,,,0,,
2026-07-17 00:00:00,0x1eebee7f74517e0279dfb09d25b0407beec3fdd6,0,,,0,,,0,,
2026-07-24 00:00:00,0x1eebee7f74517e0279dfb09d25b0407beec3fdd6,0,,,0,,,0,,
2026-07-31 00:00:00,0x1eebee7f74517e0279dfb09d25b0407beec3fdd6,0,,,0,,,0,,
2026-08-07 00:00:00,0x1eebee7f74517e0279dfb09d25b0407beec3fdd6,0,,,0,,,0,,
2026-08-14 00:00:00,0x1eebee7f74517e0279dfb09d25b0407beec3fdd6,0,,,0,,,0,,
2026-08-21 00:00:00,0x1eebee7f74517e0279dfb09d25b0407beec3fdd6,0,,,0,,,0,,
2026-08-28 00:00:00,0x1eebee7f74517e0279dfb09d25b0407beec3fdd6,0,,,0,,,0,,
2026-07-03 00:00:00,0x232b8ed6377be97813853b0ac104c4cda8378d1b,0,,,0,,,0,,
2026-07-10 00:00:00,0x232b8ed6377be97813853b0ac104c4cda8378d1b,0,,,0,,,0,,
2026-07-17 00:00:00,0x232b8ed6377be97813853b0ac104c4cda8378d1b,0,,,0,,,0,,
2026-07-24 00:00:00,0x232b8ed6377be97813853b0ac104c4cda8378d1b,0,,,0,,,0,,
2026-07-31 00:00:00,0x232b8ed6377be97813853b0ac104c4cda8378d1b,0,,,0,,,0,,
2026-08-07 00:00:00,0x232b8ed6377be97813853b0ac104c4cda8378d1b,0,,,0,,,0,,
2026-08-14 00:00:00,0x232b8ed6377be97813853b0ac104c4cda8378d1b,0,,,0,,,1,0.19215249221782407,50.243533941975
