t,o,h,l,c,v
1785373200000,191.43522026394442,193.3003449474926,191.24464799756933,192.89012355966284,1704.9557429918466
1785376800000,192.89012355966284,192.89012355966284,192.00592235356285,192.09734040093127,1023.6791805740919
1785380400000,192.09734040093127,192.13948292800993,191.16865306898993,191.7915205427723,1560.7345207186333
1785384000000,191.7915205427723,192.08572709231825,191.04737134561788,191.25088295461987,813.764526628999
1785387600000,191.25088295461987,191.67410612677628,191.00416321750936,191.4996171997256,494.29978248505586
1785391200000,191.4996171997256,192.4757968693642,191.40339826988787,191.941583070303,707.4722098395367
1785394800000,191.941583070303,192.16361887333068,190.46152437391623,190.92266957688693,1241.0755983499373
1785398400000,190.92266957688693,191.95859491224186,190.73443529845116,191.4200707239022,1087.031943788577
1785402000000,191.4200707239022,192.95670380558516,191.18345334529664,192.096242786879,1066.2304423416574
1785405600000,192.096242786879,192.60072575419423,191.7863521364386,192.60072575419423,592.5479847838674
1785409200000,192.60072575419423,193.2493588360012,192.60072575419423,193.2420179199669,655.7160303018443
1785412800000,193.2420179199669,194.27415579592915,193.100403947919,193.91817188488872,1228.9095613033342
1785416400000,193.91817188488872,195.24248282988333,191.35988552349514,195.24248282988333,4219.809888402009
1785420000000,195.24248282988333,197.50885549829343,194.6753165222487,195.02345018022697,5700.907941992561
1785423600000,195.02345018022697,195.4058606545614,192.47282920643352,193.11666607117883,3598.331494936634
1785427200000,193.11666607117883,194.4484175787211,192.60885885350882,193.31243097932804,2308.642204241128
1785430800000,193.31243097932804,194.34313402450422,193.15339253076425,193.67724474614758,1093.4579610114292
1785434400000,193.67724474614758,194.33196648439355,193.4394156432596,194.05557178553295,583.4631908715623
1785438000000,194.05557178553295,195.33918345903595,193.8641536318436,194.78440863776606,2756.17560078283
1785441600000,194.78440863776606,196.84341758591773,194.62475733264066,196.4249630603607,2318.3837013881157
1785445200000,196.4249630603607,196.8323101396174,195.1589856419048,195.80402337545135,1356.4321021033795
1785448800000,195.80402337545135,195.97331068850872,195.46689563674965,195.5416521850701,1045.2273899611096
1785452400000,195.5416521850701,197.06534370770638,195.5416521850701,197.04135845417287,1605.237818171348
1785456000000,197.04135845417287,197.97630586384327,196.57114722531574,197.88243246464177,2052.612149690213
1785459600000,197.88243246464177,199.27868957402504,197.54668781185353,197.8458244124919,3279.5091631025202
1785463200000,197.8458244124919,198.38538556056105,197.05463382697116,197.2578224016451,2849.2465535824426
1785466800000,197.2578224016451,198.22756741097052,197.12706813498676,198.09803653788347,1630.4127582619612
1785470400000,198.09803653788347,198.80385927031432,197.50991616754985,198.53817065933183,1597.0876285045067
1785474000000,198.53817065933183,199.1366112571046,198.00259652201,198.48413694026735,1495.978234578139
1785477600000,198.48413694026735,198.7020144076626,197.18634032116373,197.18634032116373,2214.48590139799
1785481200000,197.18634032116373,199.00885315778024,197.18634032116373,198.6105190306081,2862.053444435568
1785484800000,198.6105190306081,199.5440112481574,198.32086128709048,198.390509988941,1047.6753014396713
1785488400000,198.390509988941,199.00693465873155,197.9968600941832,198.25640906194266,1027.428769074471
1785492000000,198.25640906194266,198.25640906194266,197.3379214500708,197.3379214500708,839.5146661960132
1785495600000,197.3379214500708,198.3384828588193,197.3379214500708,198.18626537638943,1793.6254113621615
1785499200000,198.18626537638943,198.18626537638943,196.9661142139147,197.16420099299475,1819.2118769547078
1785502800000,197.16420099299475,199.87773297376106,196.60933450911654,197.97688402355342,9013.99441951587
1785506400000,197.97688402355342,198.9698792473225,195.02236283918108,197.81785587846707,10859.890783066023
1785510000000,197.81785587846707,197.95388962296556,195.2911563400466,196.48888052126026,6847.572307966406
1785513600000,196.48888052126026,198.1515145639122,196.14515789006995,197.88782401112422,4302.034822911527
1785517200000,197.88782401112422,200.25461146980922,197.88782401112422,199.91061357778267,3043.767616824281
1785520800000,199.91061357778267,200.66924112683628,198.66032523616624,199.51547178133958,2835.3647360106966
1785524400000,199.51547178133958,202.31928799003563,198.77457032855273,201.00965683392695,13167.893070479387
1785528000000,201.00965683392695,201.00965683392695,199.75980938911215,199.8153872819918,1960.41111014873
1785531600000,199.8153872819918,200.4253415796117,199.7554244277478,199.7554244277478,1013.6191251849067
1785535200000,199.7554244277478,199.7554244277478,199.30005187257126,199.30005187257126,95.14230686155393
1785538800000,199.30005187257126,199.30005187257126,198.63659994713578,198.8406605606889,694.7211500613388
1785542400000,198.8406605606889,199.62999162784612,198.6903777473395,199.55921475506483,2481.3852470235706
1785546000000,199.55921475506483,199.8197831850307,198.96248456995755,199.8197831850307,269.45771829056395
1785549600000,199.8197831850307,199.8197831850307,199.16964957373455,199.78779950829767,97.77720158617197
1785553200000,199.78779950829767,200.05966768177217,199.60430615802505,199.7585541735397,181.52509398573184
1785556800000,199.7585541735397,200.27847442923544,199.32332949439578,199.32332949439578,185.5308909749188
1785560400000,199.32332949439578,199.8650200134888,199.32332949439578,199.82379765053668,156.43664725405617
1785564000000,199.82379765053668,200.11201368907942,199.5682441394905,199.5682441394905,510.2361291669991
1785567600000,199.5682441394905,200.09432188625172,199.39489504159118,200.01634472438724,124.8788024379865
1785571200000,200.01634472438724,200.33579233110896,199.27521377170757,199.27521377170757,2287.111526176921
1785574800000,199.27521377170757,199.61618559798535,199.18238034440444,199.61618559798535,81.56232480368841
1785578400000,199.61618559798535,200.4127388400934,199.61618559798535,200.2522000649341,1265.430323640824
1785582000000,200.2522000649341,200.2522000649341,199.40948746103737,199.60218848579785,294.56000946142285
1785585600000,199.60218848579785,199.82380110840552,199.38709401821788,199.82380110840552,256.1869176626349
1785589200000,199.82380110840552,200.09095538168793,199.3770776313119,199.882785858804,1668.7478035181555
1785592800000,199.882785858804,200.24878631549953,199.42030672733432,199.87169170542356,645.85216362811
1785596400000,199.87169170542356,200.20780613976436,199.17660358308586,199.17660358308586,826.921498089166
1785600000000,199.17660358308586,200.39455455482175,198.49956543890622,200.39455455482175,833.7019910051066
1785603600000,200.39455455482175,200.39455455482175,198.8847805184113,198.8847805184113,2530.0831267938515
1785607200000,198.8847805184113,199.93360279523975,198.51479609004295,198.6267675784584,1809.3770949400748
1785610800000,198.6267675784584,199.1352788755809,198.0623982744158,199.1352788755809,566.2407881819712
1785614400000,199.1352788755809,199.48783588492643,198.55386729857312,199.2598307445519,303.77804315706777
1785618000000,199.2598307445519,199.62744545557686,198.60093555527948,198.8227404642431,846.9203060607803
1785621600000,198.8227404642431,199.60291868230573,198.46830852696453,199.53062220943755,642.1059043522891
1785625200000,199.53062220943755,199.58260847365983,198.7173983661959,198.7173983661959,189.54985861341356
1785628800000,198.7173983661959,199.66817793025442,198.7173983661959,199.407079368615,275.9692368723971
1785632400000,199.407079368615,199.4473170766914,198.64886987928583,198.98128567539501,614.188288629419
1785636000000,198.98128567539501,201.1149073421501,198.77424581112825,200.19934545072246,2267.104336326726
1785639600000,200.19934545072246,200.82077605840453,200.19934545072246,200.8184958221244,86.2680927911748
1785643200000,200.8184958221244,200.85655492215406,200.1578116528975,200.30238857748176,177.30625345641252
1785646800000,200.30238857748176,201.19294036405893,199.9279825385438,199.99724686369612,800.6133801393512
1785650400000,199.99724686369612,200.91197552444152,199.99724686369612,200.8232816778468,88.0056803994497
1785654000000,200.8232816778468,200.8232816778468,199.8691653193381,200.0163464202264,873.4356992558484
1785657600000,200.0163464202264,200.93861940365738,199.9529631814131,200.8597879067458,844.1255214253999
1785661200000,200.8597879067458,200.88364477342765,199.6018605637658,199.6018605637658,604.0946994734819
1785664800000,199.6018605637658,200.6009371908187,199.6018605637658,200.4257933745705,186.82275045437385
1785668400000,200.4257933745705,200.8259016693004,200.22097589365836,200.64341994128492,360.8287203128085
1785672000000,200.64341994128492,201.43025435076376,199.8959635116544,200.8046951523503,671.4585776475476
1785675600000,200.8046951523503,201.03587961452018,200.07273613332325,200.18452104198838,1119.7474419204193
1785679200000,200.18452104198838,201.32873027679756,199.96512454585073,200.70560521530686,486.9039701769881
1785682800000,200.70560521530686,201.1949657184421,200.36658144976127,200.7592923772649,125.60293059774845
1785686400000,200.7592923772649,201.03806168113303,199.96950303493662,199.96950303493662,133.01319690023172
1785690000000,199.96950303493662,200.71574515013657,199.96950303493662,200.36080691529898,542.3251544678608
1785693600000,200.36080691529898,201.27742363658038,200.30596676272572,201.27742363658038,193.92263460201
1785697200000,201.27742363658038,201.7846086264778,200.61625926567055,201.55991834625243,563.3337942172817
1785700800000,201.55991834625243,202.01218438552658,200.06994767528192,200.60975066240388,1276.9906805156322
