cluster_id,n_launches,fee_revenue_usd,vol_usd_24h,n_zero_volume_tokens,zero_volume_share,cost_usd,fee_to_cost_ratio,fee_per_launch_usd,vol_per_launch_usd
0xdc5f26b99db7e594bb12501dbd39287c6da455d3,18,259.71803882867636,25971.803882867633,0,0.0,22.626141812900364,11.47867104238679,14.428779934926464,1442.8779934926463
0xbc3c7f7b2a495a0108db55f99776bcd5bca535fe,18,2920.631415911656,292063.1415911656,0,0.0,22.626141812900364,129.08216699351053,162.2573008839809,16225.73008839809
0x6e6ba7c46990e5501eb477a222033e0bb6e4c212,18,2563.241455958905,256324.1455958905,0,0.0,22.626141812900364,113.28672281623662,142.40230310882805,14240.230310882805
0x6ecb3cc5f1616153d9a428af4b65a772b13edcb6,18,2860.556279972798,286055.62799727975,0,0.0,22.626141812900364,126.42704636200253,158.91979333182212,15891.979333182207
0x7c452ebcc384d9a4b2b729661303d463f3f76da9,18,2979.2862578827985,297928.62578827987,0,0.0,22.626141812900364,131.67451536895032,165.51590321571103,16551.590321571104
0xcf0c3c1d677c05acdeb6327d1ac27596f737f2cf,18,2787.8406607706006,278784.06607706007,0,0.0,22.626141812900364,123.21325853182378,154.88003670947782,15488.00367094778
0x5c7a2ca9ee862d6921574cac19d847c5b121c608,18,29.37757633035464,2937.757633035464,0,0.0,22.626141812900364,1.2983908866691944,1.6320875739085912,163.20875739085912
0xe186dbb44c27a653ced6d1311a4b1c599e483025,18,2153.210693589562,215321.06935895624,0,0.0,22.626141812900364,95.16473075236816,119.62281631053123,11962.281631053125
0x4636ac0e2de72981a4f443b4f891da1102a22843,18,93.79577264323484,9379.577264323483,3,0.16666666666666666,22.626141812900364,4.145460300693284,5.210876257957491,521.0876257957491
0x91604f590d66ace8975eed6bd16cf55647d1c499,18,8004.333070592133,800433.3070592132,0,0.0,22.626141812900364,353.76482375039467,444.6851705884518,44468.51705884517
0xe7411f26d87ec15040d0ce627128bf4fa78b2183,18,2535.578881867849,253557.88818678487,0,0.0,22.626141812900364,112.06412930825798,140.8654934371027,14086.54934371027
0xd546c27877c1782397c0a488b75cdf78b51e1041,18,159.44933747667767,15944.933747667767,0,0.0,22.626141812900364,7.0471288828291145,8.858296526482093,885.8296526482093
0xa53a6d189f95c82bd42d3acfb660f82977e2c70f,18,25.057511057033544,2505.7511057033544,11,0.6111111111111112,22.626141812900364,1.1074584109053416,1.3920839476129747,139.20839476129746
0x8eadd7f3e7550f001c8fed4fae35873c118aacf1,17,2391.5419231282276,239154.19231282274,0,0.0,21.3691339344059,111.91571593258006,140.6789366546016,14067.89366546016
0x1643325f4a8a60e0aeb291d68dc29733b9b3c62b,17,2973.766692245461,297376.6692245461,0,0.0,21.3691339344059,139.16177891783786,174.92745248502712,17492.745248502713
0xf3b871b934cf8d5a71695a2a376a983a4d20da15,17,2457.178403796449,245717.8403796449,0,0.0,21.3691339344059,114.98727142330313,144.53990610567348,14453.990610567347
0xb3ed7288d5156090d249437944da60e84666a7c9,17,190.30384724872562,19030.38472487256,0,0.0,21.3691339344059,8.905547966186978,11.194343955807389,1119.434395580739
0x741459de8ff77ac511c2d1561be61a386fc8de69,17,2455.543767953435,245554.37679534347,0,0.0,21.3691339344059,114.91077623879862,144.4437510560844,14444.37510560844
0xd49d210526bff8bf54080e23f197fe0134dd932e,17,2297.068519127243,229706.85191272426,0,0.0,21.3691339344059,107.49469427157227,135.12167759572017,13512.167759572016
